shelter_name,shelter_address,date,total_attendance,capacity,program_type
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-27,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-28,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-02-29,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-01,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-02,84,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-03,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-04,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-05,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-06,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-07,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-08,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-09,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-10,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-11,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-12,132,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-13,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-14,100,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-15,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-16,87,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-17,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-18,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-19,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-20,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-21,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-22,126,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-23,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-24,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-25,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-26,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-27,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-28,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-29,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-30,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-03-31,136,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-01,98,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-02,83,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-03,137,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-04,151,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-05,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-06,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-07,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-08,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-09,123,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-10,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-11,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-12,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-13,86,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-14,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-15,155,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-16,154,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-17,79,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-18,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-19,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-20,155,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-21,112,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-22,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-23,152,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-24,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-25,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-26,81,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-27,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-28,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-29,87,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-04-30,109,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-01,107,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-02,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-03,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-04,125,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-05,106,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-06,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-07,104,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-08,81,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-09,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-10,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-11,156,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-12,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-13,156,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-14,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-15,89,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-16,120,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-17,114,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-18,86,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-19,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-20,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-21,142,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-22,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-23,125,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-24,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-25,120,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-26,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-27,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-28,152,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-29,126,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-30,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-05-31,139,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-01,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-02,129,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-03,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-04,147,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-05,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-06,154,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-07,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-08,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-09,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-10,106,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-11,153,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-12,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-13,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-14,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-15,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-16,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-17,135,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-18,151,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-19,79,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-20,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-21,107,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-22,131,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-23,86,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-24,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-25,155,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-26,148,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-27,142,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-28,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-29,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-06-30,102,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-01,113,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-02,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-03,139,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-04,94,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-05,150,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-06,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-07,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-08,86,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-09,157,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-10,118,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-11,82,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-12,147,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-13,99,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-14,141,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-15,127,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-16,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-17,90,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-18,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-19,120,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-20,116,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-21,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-22,146,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-23,85,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-24,120,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-25,79,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-26,97,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-27,125,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-28,143,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-29,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-30,110,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-07-31,111,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-01,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-02,138,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-03,95,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-04,152,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-05,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-06,142,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-07,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-08,127,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-09,84,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-10,128,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-11,89,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-12,79,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-13,142,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-14,149,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-15,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-16,136,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-17,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-18,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-19,123,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-20,133,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-21,113,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-22,117,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-23,123,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-24,100,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-25,148,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-26,155,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-27,92,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-28,97,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-29,105,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-30,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-08-31,91,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-01,130,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-02,108,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-03,124,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-04,98,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-05,135,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-06,80,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-07,104,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-08,126,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-09,103,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-10,100,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-11,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-12,101,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-13,98,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-14,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-15,144,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-16,97,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-17,96,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-18,132,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-19,114,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-20,121,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-21,88,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-22,119,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-23,122,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-24,134,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-25,121,158,Domestic Violence
Birkdale Residence,"1229 Ellesmere Rd, Scarborough, ON",2024-09-26,127,158,Domestic Violence
